hhid,persid,dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,journey_label,travdow,agegroup,sex,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,persinc_category,hhsize,dwelltype,owndwell,aveagegroup_5,hhinc_group,hhinc_category,homelga
Y24H6130209,Y24H6130209P05,Weekday,vehicle passenger,25,8.11043,25.0,1237.573002623,melb - outer,greater melbourne,0.0,0,Tuesday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,4000,high,C
Y24H6130213,Y24H6130213P03,Weekend,vehicle passenger,5,1.92853,5.0,534.650350256,melb - outer,greater melbourne,0.0,0,Saturday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,35->39,6000,high,C
Y24H6130229,Y24H6130229P04,Weekday,vehicle passenger,30,10.11537,30.0,276.409596597,melb - outer,greater melbourne,0.0,0,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,25->29,2000,medium,C
Y24H6130231,Y24H6130231P05,Weekday,walking,15,1.33938,15.0,414.229460192,melb - outer,greater melbourne,0.0,0,Wednesday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,1,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Rented,35->39,4000,high,C
Y24H6130236,Y24H6130236P04,Weekday,vehicle passenger,27,11.39807,28.0,296.893256802,melb - outer,greater melbourne,1.0,0,Monday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,4500,high,C
Y24H6130238,Y24H6130238P03,Weekday,vehicle passenger,24,11.00799,24.0,365.966787199,melb - outer,greater melbourne,0.0,0,Wednesday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,25->29,2000,medium,C
Y24H6130429,Y24H6130429P03,Weekday,train,26,13.45647,26.0,1153.799280965,melb - outer,greater melbourne,0.0,0,Monday,15->19,Male,Learners Permit,0,0,No,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,8,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,6000,high,C
Y24H6130429,Y24H6130429P04,Weekday,train,26,13.45675,26.0,1153.799280965,melb - outer,greater melbourne,0.0,0,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,8,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,6000,high,C
Y24H6130429,Y24H6130429P05,Weekday,train,26,13.45661,26.0,1094.985870266,melb - outer,greater melbourne,0.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,8,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,6000,high,C
Y24H6130438,Y24H6130438P03,Weekday,vehicle passenger,5,1.69654,5.0,1150.788418213,melb - outer,greater melbourne,0.0,0,Wednesday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,3000,medium,C
Y24H6130438,Y24H6130438P04,Weekday,vehicle passenger,5,1.69654,5.0,1114.073824659,melb - outer,greater melbourne,0.0,0,Wednesday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,3000,medium,C
Y24H6130438,Y24H6130438P05,Weekday,vehicle passenger,5,1.69654,5.0,1127.350350114,melb - outer,greater melbourne,0.0,0,Wednesday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,25->29,3000,medium,C
Y24H6136210,Y24H6136210P03,Weekday,walking,15,0.64095,15.0,997.682450183,other,shepparton sa4,0.0,0,Wednesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Fully Owned,20->24,4000,high,C
Y24H6136210,Y24H6136210P04,Weekday,walking,15,0.64095,15.0,502.269124489,other,shepparton sa4,0.0,0,Wednesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Fully Owned,20->24,4000,high,C
Y24H6136210,Y24H6136210P05,Weekday,walking,15,0.64095,15.0,974.601297877,other,shepparton sa4,0.0,0,Wednesday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Fully Owned,20->24,4000,high,C
Y24H6136226,Y24H6136226P03,Weekday,vehicle passenger,9,5.66066,9.0,147.35310693,other,shepparton sa4,0.0,0,Friday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,25->29,3500,medium,C
Y24H6136226,Y24H6136226P04,Weekday,vehicle passenger,9,5.66066,9.0,187.700744274,other,shepparton sa4,0.0,0,Friday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,25->29,3500,medium,C
Y24H6136236,Y24H6136236P03,Weekday,vehicle passenger,15,4.06396,15.0,126.955903098,other,shepparton sa4,0.0,0,Monday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Purchased,20->24,2500,medium,C
Y24H6136236,Y24H6136236P04,Weekday,vehicle passenger,25,14.19456,30.0,245.181699637,other,shepparton sa4,5.0,0,Monday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Purchased,20->24,2500,medium,C
Y24H6140205,Y24H6140205P03,Weekday,public bus,20,4.36563,25.0,800.374178399,melb - inner,greater melbourne,5.0,0,Friday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,8,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Rented,30->34,3000,medium,C
Y24H6140205,Y24H6140205P04,Weekday,vehicle passenger,2,0.60152,2.0,808.509997257,melb - inner,greater melbourne,0.0,0,Friday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Rented,30->34,3000,medium,C
Y24H6140219,Y24H6140219P03,Weekday,vehicle passenger,2,0.52594,2.0,777.239165753,melb - inner,greater melbourne,0.0,0,Friday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Fully Owned,25->29,3000,medium,C
Y24H6140219,Y24H6140219P04,Weekday,vehicle passenger,50,22.67876,80.0,777.239165753,melb - inner,greater melbourne,30.0,0,Friday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Fully Owned,25->29,3000,medium,C
Y24H6140239,Y24H6140239P02,Weekday,train,45,19.82898,65.0,1289.425483922,melb - inner,greater melbourne,20.0,0,Thursday,20->24,Female,Green Probationary Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,15,500,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,25->29,4000,high,C
Y24H6140239,Y24H6140239P03,Weekday,vehicle passenger,30,13.67058,30.0,543.57024486,melb - inner,greater melbourne,0.0,0,Thursday,15->19,Male,Learners Permit,0,0,No,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,150,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Fully Owned,25->29,4000,high,C
Y24H6140302,Y24H6140302P03,Weekday,vehicle passenger,18,8.36184,18.0,844.176964886,melb - inner,greater melbourne,0.0,0,Tuesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Purchased,20->24,6000,high,C
Y24H6140302,Y24H6140302P04,Weekday,vehicle passenger,4,1.61203,4.0,671.390370824,melb - inner,greater melbourne,0.0,0,Tuesday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Purchased,20->24,6000,high,C
Y24H6140302,Y24H6140302P05,Weekday,vehicle passenger,4,1.61203,4.0,451.075837169,melb - inner,greater melbourne,0.0,0,Tuesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,7,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Purchased,20->24,6000,high,C
Y24H6140302,Y24H6140302P06,Weekday,vehicle passenger,4,1.61203,4.0,805.209875993,melb - inner,greater melbourne,0.0,0,Tuesday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Purchased,20->24,6000,high,C
Y24H6140303,Y24H6140303P04,Weekday,tram,27,4.3569700000000005,30.0,498.9616735,melb - inner,greater melbourne,3.0,0,Wednesday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,30->34,5000,high,C
Y24H6140310,Y24H6140310P02,Weekday,walking,17,1.401,17.0,185.814526174,melb - inner,greater melbourne,0.0,0,Wednesday,15->19,Female,No Car Licence,0,0,Yes,0,0,1,1,Secondary,No other activity,Secondary School,Paid Employee,At Home,2,1,No,0,0,0,0,0,0,0,No,low,3,Separate House,Being Purchased,30->34,1250,low,C
Y24H6140310,Y24H6140310P03,Weekday,walking,15,1.401,15.0,594.181631867,melb - inner,greater melbourne,0.0,0,Wednesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Purchased,30->34,1250,low,C
Y24H6140313,Y24H6140313P01,Weekend,vehicle driver,45,20.63675,45.0,586.226495094,melb - inner,greater melbourne,0.0,0,Saturday,55->59,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1750,No,0,0,0,0,0,0,0,No,high,2,Terrace or Townhouse,Fully Owned,50->54,2500,medium,C
Y24H6140329,Y24H6140329P03,Weekday,vehicle passenger,15,5.30046,15.0,588.365506642,melb - inner,greater melbourne,0.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,25->29,6000,high,C
Y24H6140329,Y24H6140329P04,Weekday,vehicle passenger,15,5.30046,15.0,691.339218456,melb - inner,greater melbourne,0.0,0,Monday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,25->29,6000,high,C
Y24H6140330,Y24H6140330P03,Weekday,walking,4,0.25241,4.0,490.918043829,melb - inner,greater melbourne,0.0,0,Tuesday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Purchased,30->34,6000,high,C
Y24H6140405,Y24H6140405P03,Weekday,walking,7,0.18391,7.0,344.36451474,melb - inner,greater melbourne,0.0,0,Friday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,20->24,3500,medium,C
Y24H6140415,Y24H6140415P03,Weekday,walking,15,1.53582,15.0,361.68635198,melb - inner,greater melbourne,0.0,0,Monday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,35->39,2500,medium,C
Y24H6140440,Y24H6140440P02,Weekday,vehicle passenger,10,2.41123,10.0,1290.416406277,melb - inner,greater melbourne,0.0,0,Friday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,2,"Unit, Flat or Apartment",Being Purchased,30->34,1750,medium,C
Y24H6146122,Y24H6146122P03,Weekday,school bus,29,24.21955,30.0,209.266773168,other,shepparton sa4,1.0,0,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,40->44,500,low,C
Y24H6146122,Y24H6146122P04,Weekday,school bus,35,23.58592,35.0,209.762549694,other,shepparton sa4,0.0,0,Monday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,300,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,40->44,500,low,C
Y24H6146137,Y24H6146137P03,Weekday,school bus,32,25.44717,45.0,113.544348428,other,shepparton sa4,13.0,0,Tuesday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,35->39,2500,medium,C
Y24H6146140,Y24H6146140P04,Weekday,school bus,55,26.51671,60.0,94.057197545,other,shepparton sa4,5.0,0,Friday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Rented,30->34,1750,medium,C
Y24H6146204,Y24H6146204P03,Weekday,walking,10,0.86161,10.0,90.381841139,other,shepparton sa4,0.0,0,Thursday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,20->24,4000,high,C
Y24H6146204,Y24H6146204P04,Weekday,walking,10,0.86161,10.0,174.610127,other,shepparton sa4,0.0,0,Thursday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,7,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,20->24,4000,high,C
Y24H6146204,Y24H6146204P05,Weekday,vehicle passenger,1,0.86161,1.0,174.226818518,other,shepparton sa4,0.0,0,Thursday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,20->24,4000,high,C
Y24H6150104,Y24H6150104P03,Weekday,vehicle passenger,10,2.99315,10.0,2368.922860567,melb - outer,greater melbourne,0.0,0,Thursday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,5,Separate House,Being Purchased,15->19,2500,medium,C
Y24H6150108,Y24H6150108P02,Weekday,vehicle passenger,15,2.92327,15.0,1009.777398687,melb - outer,greater melbourne,0.0,0,Monday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,2,Separate House,Fully Owned,30->34,1250,low,C
Y24H6150119,Y24H6150119P03,Weekday,vehicle passenger,10,1.58469,10.0,2703.517435335,melb - outer,greater melbourne,0.0,0,Friday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Rented,15->19,1250,low,C
Y24H6150125,Y24H6150125P03,Weekday,school bus,49,26.74393,55.0,1503.224036016,melb - outer,greater melbourne,6.0,0,Thursday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Purchased,35->39,3500,medium,C
Y24H6150305,Y24H6150305P04,Weekday,school bus,26,6.44721,35.0,1148.822468167,melb - inner,greater melbourne,9.0,0,Friday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,150,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,3500,medium,C
Y24H6150503,Y24H6150503P03,Weekday,walking,15,1.0169,15.0,1342.965363354,melb - outer,greater melbourne,0.0,0,Wednesday,15->19,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,1750,medium,C
Y24H6150503,Y24H6150503P04,Weekday,school bus,17,4.0184,20.0,575.536350456,melb - outer,greater melbourne,3.0,0,Wednesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,5,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,1750,medium,C
Y24H6156136,Y24H6156136P03,Weekday,vehicle passenger,4,2.22901,4.0,374.192953969,other,shepparton sa4,0.0,0,Monday,15->19,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Being Rented,20->24,500,low,S
Y24H6156201,Y24H6156201P02,Weekday,vehicle passenger,3,1.16312,3.0,208.038465014,other,shepparton sa4,0.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,2,Separate House,Being Rented,30->34,800,low,C
Y24H6156210,Y24H6156210P04,Weekday,vehicle passenger,6,0.61297,6.0,264.285604498,other,shepparton sa4,0.0,0,Wednesday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Rented,20->24,1250,low,C
Y24H6156229,Y24H6156229P03,Weekday,vehicle passenger,5,1.70058,5.0,139.456911194,other,shepparton sa4,0.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,25->29,800,low,C
Y24H6160108,Y24H6160108P03,Weekday,school bus,14,10.54175,16.0,1715.994142825,melb - outer,greater melbourne,2.0,0,Monday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,6000,high,S
Y24H6160108,Y24H6160108P04,Weekday,vehicle passenger,10,8.32029,10.0,1188.351181427,melb - outer,greater melbourne,0.0,0,Monday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Being Purchased,30->34,6000,high,S
Y24H6160110,Y24H6160110P02,Weekday,public bus,130,47.57102,137.0,1207.996053889,melb - outer,greater melbourne,7.0,0,Wednesday,25->29,Male,Full Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,6,800,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,medium,2,Separate House,Being Purchased,40->44,800,low,S
Y24H6160202,Y24H6160202P02,Weekday,vehicle driver,15,3.46627,15.0,867.871889261,melb - middle,greater melbourne,0.0,0,Tuesday,40->44,Male,Full Licence,0,0,No,0,0,0,0,Part-time TAFE/Uni,Unemployed,Part-time TAFE/Uni,Not in Work Force,At Home,4,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,2,Separate House,Being Rented,45->49,2500,medium,C
Y24H6160209,Y24H6160209P04,Weekday,vehicle passenger,21,10.94894,21.0,2145.631766,melb - middle,greater melbourne,0.0,0,Tuesday,10->14,Male,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,"Unit, Flat or Apartment",Being Purchased,30->34,2500,medium,C
Y24H6160215,Y24H6160215P03,Weekday,train,55,22.581830000000004,82.0,591.123747413,melb - middle,greater melbourne,27.0,0,Monday,20->24,Female,Green Probationary Licence,0,0,No,0,1,0,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,22,1000,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Fully Owned,40->44,4000,high,C
Y24H6160215,Y24H6160215P04,Weekday,train,68,21.69878,95.0,1044.058983282,melb - middle,greater melbourne,27.0,0,Monday,15->19,Female,Red Probationary Licence,0,0,No,0,0,0,0,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Not in Work Force,At Home,18,300,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Separate House,Fully Owned,40->44,4000,high,C
Y24H6160233,Y24H6160233P01,Weekday,walking,30,2.42089,30.0,1032.104673765,melb - middle,greater melbourne,0.0,0,Friday,65->69,Male,No Car Licence,0,0,Yes,0,0,0,0,Something Else,No other activity,Other Education,Not in Work Force,At Home,6,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,50->54,6000,high,C
Y24H6160422,Y24H6160422P02,Weekday,vehicle passenger,7,2.49514,15.0,458.490737146,melb - outer,greater melbourne,8.0,0,Monday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,3,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,10->14,1500,low,C
Y24H6160436,Y24H6160436P02,Weekday,vehicle driver,55,23.6787,55.0,342.818442384,melb - outer,greater melbourne,0.0,0,Monday,35->39,Male,Full Licence,0,0,No,0,0,0,0,Part-time TAFE/Uni,Unemployed,Part-time TAFE/Uni,Not in Work Force,At Home,7,1000,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,medium,5,Separate House,Being Purchased,25->29,4000,high,C
Y24H6170105,Y24H6170105P04,Weekday,walking,25,1.75715,25.0,3605.375246362,melb - outer,greater melbourne,0.0,0,Friday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Secondary,No other activity,Secondary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Fully Owned,35->39,800,low,C
Y24H6170105,Y24H6170105P05,Weekday,walking,25,2.29423,25.0,1284.661229779,melb - outer,greater melbourne,0.0,0,Friday,10->14,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Fully Owned,35->39,800,low,C
Y24H6170105,Y24H6170105P06,Weekday,walking,25,2.29423,25.0,1761.451169644,melb - outer,greater melbourne,0.0,0,Friday,5->9,Male,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,6,Separate House,Fully Owned,35->39,800,low,C
Y24H6170108,Y24H6170108P03,Weekday,vehicle passenger,7,2.34618,7.0,819.583290784,melb - outer,greater melbourne,0.0,0,Monday,5->9,Female,No Car Licence,0,0,Yes,0,0,0,0,Primary,No other activity,Primary School,Not in Work Force,At Home,2,0,Not in Work Force,0,0,0,0,0,0,0,Not in Work Force,low,3,Separate House,Being Rented,40->44,300,low,C
Y24H6170123,Y24H6170123P02,Weekday,vehicle driver,29,19.55119,29.0,711.390669825,melb - outer,greater melbourne,0.0,0,Tuesday,20->24,Female,Green Probationary Licence,0,0,No,0,0,1,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,3,400,No,0,0,0,0,0,0,0,No,low,3,Separate House,Being Purchased,25->29,2500,medium,C
